trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,FYLD,NDVI,LODG,PLTHT,CHL,ANGBR,STMDI,PPSTD
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0014_1235,TMS18F1369P0014,1235,10,,1,10,16,9,33.6,0.8,4,137,48.33,96.48,26.016,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1282P0049_1236,TMS18F1282P0049,1236,10,,1,10,15,5,10.13,0.74,1,83,47.17,0,20.064,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0117_1237,TMS18F1076P0117,1237,10,,1,10,14,,,0.78,1,75,52.77,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1238,TMEB419,1238,10,1,1,10,13,7,27.07,0.8,0,80,49.47,0,18.07,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1090P0031_1239,TMS18F1090P0031,1239,10,,1,10,12,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1361P0041_1240,TMS18F1361P0041,1240,10,,1,10,11,6,20.73,0.77,1,,53.13,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1007P0005_1241,TMS18F1007P0005,1241,10,,1,10,10,8,25.33,0.75,3,113,49.97,85.48,23.84,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1096P0024_1242,TMS18F1096P0024,1242,10,,1,10,9,3,11.33,0.81,1,77,43.27,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1243,IITA-TMS-IBA000070,1243,10,1,1,10,8,6,24.8,0.8,2,75,53.93,73.1,20.016,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1018P0001_1244,TMS18F1018P0001,1244,10,,1,10,7,6,26.93,0.78,0,105,48.5,88.25,21.88,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1138P0037_1245,TMS18F1138P0037,1245,10,,1,10,6,3,17.47,0.8,0,,49.23,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0112_1246,TMS18F1280P0112,1246,10,,1,10,5,6,28.8,0.8,2,108,52.47,74.61,19.55,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1042P0009_1247,TMS18F1042P0009,1247,10,,1,10,4,3,5.67,0.77,0,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1332P0002_1248,TMS18F1332P0002,1248,10,,1,10,3,6,24,0.78,1,79,45.1,76.34,16.758,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1003P0003_1249,TMS18F1003P0003,1249,10,,1,10,2,8,34.59,0.78,1,98,47.83,56.21,21.342,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1322P0019_1250,TMS18F1322P0019,1250,10,,1,10,1,7,17.47,0.76,1,66,43.6,33.93,18.068,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1251,IITA-TMS-IBA30572,1251,11,1,1,11,1,3,17.33,0.77,0,,45.4,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1083P0028_1252,TMS18F1083P0028,1252,11,,1,11,2,6,23.12,0.79,0,83,45.93,75.6,19.22,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0005_1253,TMS18F1365P0005,1253,11,,1,11,3,3,8.33,0.82,3,122,48.9,29.68,20.024,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1254,IITA-TMS-IBA982101,1254,11,1,1,11,4,6,24.6,0.78,0,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0180_1255,TMS18F1278P0180,1255,11,,1,11,5,8,28.07,0.74,0,90,49.13,0,15.672,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0088_1256,TMS18F1348P0088,1256,11,,1,11,6,8,28.11,0.78,0,53,45.07,0,15.792,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0126_1257,TMS18F1280P0126,1257,11,,1,11,7,7,22.93,0.81,5,75,45.53,82.99,19.344,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1028P0030_1258,TMS18F1028P0030,1258,11,,1,11,8,,,0.81,1,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0014_1259,TMS18F1414P0014,1259,11,,1,11,9,3,27.41,0.83,3,87,48.5,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0103_1260,TMS18F1076P0103,1260,11,,1,11,10,2,12.73,0.81,0,,49.33,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1261,IITA-TMS-IBA000070,1261,11,1,1,11,11,8,40.93,0.82,1,92,53.37,82.9,20.4,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0007_1262,TMS18F1318P0007,1262,11,,1,11,12,5,19.76,0.76,2,78,45.97,55.28,20.39,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0051_1263,TMS18F1348P0051,1263,11,,1,11,13,5,27.68,0.77,0,76,46.57,76.9,18.824,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1325P0032_1264,TMS18F1325P0032,1264,11,,1,11,14,4,20.8,0.75,0,,48.57,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0148_1265,TMS18F1310P0148,1265,11,,1,11,15,7,34.76,0.8,0,124,51.73,79.16,22.374,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0101_1266,TMS18F1320P0101,1266,11,,1,11,16,7,22.27,0.79,0,100,46.9,91.8,22.194,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0168_1267,TMS18F1310P0168,1267,11,,1,11,17,8,16.4,0.79,0,108,56.4,0,19.982,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1347P0029_1268,TMS18F1347P0029,1268,11,,1,11,18,9,34.13,0.84,0,119,49.77,81.2,21.388,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1336P0014_1269,TMS18F1336P0014,1269,11,,1,11,19,6,21.13,0.73,0,120,50.63,63.93,20.298,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1298P0044_1270,TMS18F1298P0044,1270,11,,1,11,20,8,31.23,0.73,0,145.6,50.4,73.33,21.884,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1331P0016_1271,TMS18F1331P0016,1271,11,,1,11,21,8,44.33,0.78,1,136,56.33,73.54,21.026,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0041_1272,TMS18F1372P0041,1272,11,,1,11,22,9,44.2,0.84,1,138,50.23,75.33,17.832,5
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0011_1273,TMS18F1371P0011,1273,11,,1,11,23,5,32.73,0.8,2,112,51.57,80.97,21.486,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0086_1274,TMS18F1280P0086,1274,11,,1,11,24,9,27,0.81,0,131,53.9,26.21,23.008,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0107_1275,TMS18F1280P0107,1275,11,,1,11,25,8,39.37,0.73,1,115,47.43,72.1,19.758,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1421P0005_1276,TMS18F1421P0005,1276,12,,1,12,25,5,38.07,0.77,0,123,54.27,81.48,21.128,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0014_1277,TMS18F1001P0014,1277,12,,1,12,24,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0062_1278,TMS18F1447P0062,1278,12,,1,12,23,7,22.31,0.84,0,133,51.77,86.74,21.602,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1020P0027_1279,TMS18F1020P0027,1279,12,,1,12,22,4,17.33,0.81,1,,52.33,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324p0026_1280,TMS18F1324p0026,1280,12,,1,12,21,2,14.33,0.81,2,116,54.13,11.59,22.094,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0087_1281,TMS18F1038P0087,1281,12,,1,12,20,3,25.76,0.74,0,148,50.8,83.48,23.358,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1291P0026_1282,TMS18F1291P0026,1282,12,,1,12,19,7,27,0.79,0,174,57.2,67.28,21.528,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1283,IITA-TMS-IBA980581,1283,12,1,1,12,18,7,27,0.79,0,134,43.4,79.4,26.926,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0159_1284,TMS18F1344P0159,1284,12,,1,12,17,7,25.67,0.85,0,105,49.63,97.46,20.848,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1480P0023_1285,TMS18F1480P0023,1285,12,,1,12,16,5,30.67,0.72,0,104,45.23,79.44,18.364,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1286,TMEB419,1286,12,1,1,12,15,4,16.53,0.79,1,114,53.67,0,22.734,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0153_1287,TMS18F1343P0153,1287,12,,1,12,14,4,11.53,0.84,4,94,46.87,75.14,20.414,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1056P0019_1288,TMS18F1056P0019,1288,12,,1,12,13,,,0.76,0,,51.13,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0016_1289,TMS18F1352P0016,1289,12,,1,12,12,7,17.8,0.84,2,79,52.07,85.49,20.232,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1436P0053_1290,TMS18F1436P0053,1290,12,,1,12,11,3,7.76,0.86,1,73,54.1,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1069P0033_1291,TMS18F1069P0033,1291,12,,1,12,10,6,8.2,0.86,4,123,51.67,83.21,19.922,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1484P0036_1292,TMS18F1484P0036,1292,12,,1,12,9,8,13.33,0.83,0,83,43.9,68.35,16.788,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1274P0020_1293,TMS18F1274P0020,1293,12,,1,12,8,5,18.13,0.86,1,75,47.5,77.24,20.176,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1060P0067_1294,TMS18F1060P0067,1294,12,,1,12,7,6,20.53,0.81,0,80,50.37,73.78,20.172,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1113P0002_1295,TMS18F1113P0002,1295,12,,1,12,6,3,11.47,0.85,0,,51.77,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0002_1296,TMS18F1323P0002,1296,12,,1,12,5,6,12.4,0.84,1,75,49.57,77.03,18.402,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0024_1297,TMS18F1365P0024,1297,12,,1,12,4,5,16.68,0.82,0,75,44.8,70.03,17.198,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1240P0024_1298,TMS18F1240P0024,1298,12,,1,12,3,3,29.13,0.87,0,,47.97,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0031_1299,TMS18F1305P0031,1299,12,,1,12,2,6,21.65,0.83,2,91,51.27,76.68,22.182,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1289P0014_1300,TMS18F1289P0014,1300,12,,1,12,1,6,21.87,0.87,0,59.4,46.57,64.93,20.246,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1359P0001_1301,TMS18F1359P0001,1301,13,,1,13,1,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1085P0012_1302,TMS18F1085P0012,1302,13,,1,13,2,6,18.2,0.82,1,91,47.17,76.16,18.882,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0023_1303,TMS18F1369P0023,1303,13,,1,13,3,,,,,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1010P0011_1304,TMS18F1010P0011,1304,13,,1,13,4,1,11.07,0.83,0,,44.77,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1305,IITA-TMS-IBA982101,1305,13,1,1,13,5,5,31.15,0.8,0,75,42.57,85.73,22.636,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0121_1306,TMS18F1319P0121,1306,13,,1,13,6,4,9.43,0.84,4,73,46.87,71.83,20.488,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0017_1307,TMS18F1414P0017,1307,13,,1,13,7,7,23,0.87,1,85,46.03,63.28,16.848,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0085_1308,TMS18F1338P0085,1308,13,,1,13,8,9,21.47,0.85,3,89,52.17,82.94,15.386,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0019_1309,TMS18F1343P0019,1309,13,,1,13,9,8,21.72,0.78,1,88,52.97,83.98,20.316,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0098_1310,TMS18F1348P0098,1310,13,,1,13,10,8,18.67,0.87,2,106,56.73,81.25,22.106,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1149P0024_1311,TMS18F1149P0024,1311,13,,1,13,11,4,4.8,0.86,5,98,53.33,85.96,21.078,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0020_1312,TMS18F1001P0020,1312,13,,1,13,12,4,9.33,0.85,3,98,50.37,77.18,22.234,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0024_1313,TMS18F1348P0024,1313,13,,1,13,13,6,3.47,0.87,6,96,44.87,70.41,22.844,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1231P0011_1314,TMS18F1231P0011,1314,13,,1,13,14,7,36.37,0.82,0,105,48.83,79.66,25.344,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0088_1315,TMS18F1310P0088,1315,13,,1,13,15,9,33.47,0.84,0,89,57.67,79.26,20.158,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0039_1316,TMS18F1305P0039,1316,13,,1,13,16,3,29.67,0.84,2,107,56.47,96.93,25.48,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0033_1317,TMS18F1312P0033,1317,13,,1,13,17,7,39.87,0.84,0,135,53.07,76.29,18.946,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1191P0002_1318,TMS18F1191P0002,1318,13,,1,13,18,6,19.87,0.79,0,119.8,43.2,69.58,22.242,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0082_1319,TMS18F1350P0082,1319,13,,1,13,19,8,25.8,0.87,0,158,51.63,83.45,22.584,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0110_1320,TMS18F1076P0110,1320,13,,1,13,20,9,60.17,0.85,0,163,53.13,70.14,24.178,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0117_1321,TMS18F1348P0117,1321,13,,1,13,21,8,20.28,0.84,9,165,50.3,83.17,18.41,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0176_1322,TMS18F1344P0176,1322,13,,1,13,22,2,10.49,0.82,0,,49.03,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0100_1323,TMS18F1319P0100,1323,13,,1,13,23,6,16.8,0.82,0,131,51.47,69.69,24.768,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1324,IITA-TMS-IBA980581,1324,13,1,1,13,24,8,12.87,0.8,2,105.8,45.7,66.66,22.988,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0039_1325,TMS18F1312P0039,1325,13,,1,13,25,7,30.39,0.87,0,126.2,48.97,77.42,23.492,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1068P0077_1326,TMS18F1068P0077,1326,14,,1,14,25,7,18.95,0.86,2,120,47.2,86.26,25.436,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1327,IITA-TMS-IBA30572,1327,14,1,1,14,24,4,5.8,0.81,3,124,45.97,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1165P0008_1328,TMS18F1165P0008,1328,14,,1,14,23,6,25.28,0.8,2,156,52.67,75.37,18.574,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1367P0030_1329,TMS18F1367P0030,1329,14,,1,14,22,4,13.4,0.84,2,130,51.37,73.01,22.08,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1539P0073_1330,TMS18F1539P0073,1330,14,,1,14,21,4,10.47,0.85,0,65,44.77,0,14.854,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0041_1331,TMS18F1319P0041,1331,14,,1,14,20,7,18.53,0.87,0,114,46.43,84.09,21.6,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1345P0012_1332,TMS18F1345P0012,1332,14,,1,14,19,7,21.4,0.85,0,122,42.43,74.47,20.108,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1333,TMEB419,1333,14,1,1,14,18,8,31,0.86,0,127,56.13,0,21.314,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323p0025_1334,TMS18F1323p0025,1334,14,,1,14,17,9,32,0.82,1,124,48.9,87.66,17.264,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0084_1335,TMS18F1308P0084,1335,14,,1,14,16,3,17.67,0.87,1,132,53.57,,,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0002_1336,TMS18F1352P0002,1336,14,,1,14,15,8,33.15,0.84,0,91,45.6,80.47,21.416,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0153_1337,TMS18F1344P0153,1337,14,,1,14,14,5,27.07,0.83,0,90,50.47,80.77,22.432,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0095_1338,TMS18F1217P0095,1338,14,,1,14,13,5,20.2,0.88,1,93,46.87,66.3,18.636,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1082P0024_1339,TMS18F1082P0024,1339,14,,1,14,12,4,16.53,0.85,2,96,48.63,75.54,20.064,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1339P0015_1340,TMS18F1339P0015,1340,14,,1,14,11,5,6.8,0.85,3,88,49.43,62.95,19.164,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0077_1341,TMS18F1076P0077,1341,14,,1,14,10,3,9.6,0.81,0,84.4,45.6,56.03,18.41,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1265P0030_1342,TMS18F1265P0030,1342,14,,1,14,9,3,5.93,0.76,0,52,50.83,0,12.96,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0131_1343,TMS18F1348P0131,1343,14,,1,14,8,4,7.45,0.88,1,103,48.7,75.04,17.976,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1058P0020_1344,TMS18F1058P0020,1344,14,,1,14,7,,,0.75,,74,37.37,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1139P0076_1345,TMS18F1139P0076,1345,14,,1,14,6,9,31.33,0.85,1,83,43.87,78.71,21.902,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1341P0044_1346,TMS18F1341P0044,1346,14,,1,14,5,7,14.57,0.82,1,77.4,46.9,66.31,22.82,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0026_1347,TMS18F1350P0026,1347,14,,1,14,4,9,18.37,0.84,0,77,45.3,48.54,18.344,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0056_1348,TMS18F1038P0056,1348,14,,1,14,3,8,17.12,0.8,0,77,52.4,63.78,16.636,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1396P0032_1349,TMS18F1396P0032,1349,14,,1,14,2,9,33.47,0.85,0,108,49,68.46,17.26,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1350,IITA-TMS-IBA000070,1350,14,1,1,14,1,9,33.39,0.86,0,79,52.93,74.66,17.762,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1003P0009_1351,TMS18F1003P0009,1351,15,,1,15,1,9,23.36,0.84,3,90,46.83,69.07,20.216,2
